edad,genero,estrato,discapacidad,es_barranquilla,es_colombia,departamento,ciudad,pais,programa,semestre_actual,tipo_estudiante,tipo_admision,estado_academico,promedio,materias_cursadas,materias_perdidas,materias_repetidas,icfes_total,icfes_matematicas,icfes_lectura,icfes_ciencias,icfes_sociales,icfes_ingles,tipo_colegio,calendario_colegio,becado,graduado,perdidas_Dpto._Derecho,perdidas_Dpto._Lenguas_Extranjeras,perdidas_Dpto._Español,perdidas_Dpto._de_Economía,perdidas_Dpto._Humanidades_y_Filosofía,perdidas_Dpto._Psicología,perdidas_Dpto._Química_y_Biología,perdidas_Dpto._Salud_Pública,perdidas_Dpto._Ing._Civil_y_Ambiental,perdidas_Dpto._Odontología,perdidas_Dpto._Cs_Politica_y_Rel_Intern,perdidas_Dpto._Historia_y_Cs._Sociales,perdidas_Dpto._Ingeniería_de_Sistemas,perdidas_Dpto._Ingeniería_Mecánica,perdidas_Dpto._Finanzas_y_Contaduría,perdidas_Dpto._Diseño,perdidas_Dpto._Educación,perdidas_Dpto._Arquitectura_y_Urbanismo,perdidas_Dpto._Ingeniería_Industrial,perdidas_Dpto._Matematicas_y_estadístic,perdidas_Dpto._Emprendim_y_Management,perdidas_Dpto._Comunicación_Social,perdidas_Dpto._Música,perdidas_Dpto._Física,perdidas_Dpto.Ing_Eléctrica-Electrónica,perdidas_Dpto._Enfermería,perdidas_Dpto._Mercadeo_y_Neg._Internac,perdidas_Dpto._Medicina,desertor
21,1,3,0,0,1,37,193,5,19,7.0,1,3,1,4.73,18,6,0,298.0,60.0,63.0,44.0,65.0,78.0,1,0,1,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,2,0,0,1,34,83,5,13,6.0,1,3,5,3.55,18,10,2,328.0,69.0,63.0,69.0,66.0,53.0,2,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
21,1,5,0,1,1,8,18,5,18,6.0,1,3,5,3.96,16,5,0,336.0,64.0,70.0,60.0,70.0,81.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19,1,2,0,0,1,59,201,5,24,6.0,1,3,1,4.33,22,6,0,370.0,75.0,73.0,71.0,74.0,82.0,2,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20,1,2,0,0,1,8,169,5,23,5.0,1,3,1,4.34,21,8,0,321.0,61.0,62.0,65.0,64.0,78.0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
20,0,3,0,1,1,8,18,5,16,6.0,1,3,5,3.98,17,5,1,293.0,65.0,58.0,55.0,53.0,70.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
19,0,3,0,1,1,8,18,5,23,5.0,1,3,1,4.31,23,8,0,328.0,67.0,65.0,63.0,64.0,75.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0
20,0,4,0,1,1,8,18,5,4,5.0,1,3,1,4.06,18,6,1,331.0,63.0,67.0,65.0,66.0,77.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
25,1,5,0,1,1,8,18,5,26,4.0,1,3,1,4.23,18,6,0,306.0,63.0,62.0,54.0,59.0,82.0,1,1,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,1,0,0,1,12,39,5,22,5.0,1,3,1,3.91,16,6,0,341.0,72.0,67.0,64.0,67.0,76.0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
21,0,3,0,0,1,8,139,5,26,2.0,1,3,5,3.48,21,10,2,243.0,53.0,50.0,51.0,39.0,53.0,2,0,1,0,0,2,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
19,1,1,0,0,1,27,42,5,12,3.0,1,3,5,3.06,18,14,3,344.0,65.0,79.0,67.0,67.0,61.0,1,0,1,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0
19,1,3,0,0,1,34,166,5,22,3.0,1,3,5,3.54,13,7,1,353.0,67.0,77.0,69.0,67.0,77.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
18,1,1,0,0,1,8,115,5,18,2.0,1,3,8,3.45,17,9,3,381.0,75.0,76.0,78.0,75.0,79.0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
20,1,2,0,1,1,8,18,5,9,3.0,1,5,5,3.43,13,8,0,356.0,71.0,76.0,72.0,70.0,59.0,2,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
20,0,3,0,1,1,8,18,5,27,7.0,1,3,1,4.34,23,8,0,334.0,58.0,72.0,63.0,63.0,100.0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,2,0,1,1,8,18,5,3,3.0,1,3,1,4.46,16,5,0,378.0,80.0,71.0,68.0,75.0,100.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
21,1,4,0,0,1,8,157,5,12,6.0,1,3,1,4.56,15,5,0,363.0,69.0,72.0,72.0,75.0,79.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
20,0,2,0,1,1,8,18,5,4,6.0,1,3,1,4.06,21,7,0,298.0,53.0,66.0,56.0,59.0,74.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
20,0,2,0,0,1,37,193,5,2,5.0,1,3,1,4.29,22,7,0,282.0,58.0,60.0,55.0,53.0,56.0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,2,0,1,1,8,18,5,18,6.0,1,3,1,4.4,20,9,1,375.0,73.0,77.0,72.0,70.0,100.0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
25,1,6,0,0,1,8,157,5,8,5.0,1,3,5,3.98,18,5,0,335.0,62.0,71.0,64.0,65.0,85.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,4,0,0,1,23,226,5,6,7.0,1,6,5,4.23,18,7,1,343.0,65.0,72.0,65.0,71.0,72.0,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,1,0,0,1,23,226,5,1,5.0,1,3,5,3.62,21,10,1,292.0,63.0,60.0,62.0,52.0,47.0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,2,0,0,0,0
23,0,6,0,0,1,12,39,5,18,6.0,1,3,1,4.19,18,6,0,307.0,65.0,56.0,59.0,61.0,76.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
19,0,5,0,0,1,23,226,5,22,4.0,1,3,1,4.11,13,4,0,337.0,67.0,69.0,66.0,63.0,81.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
19,0,4,0,1,1,8,18,5,16,4.0,1,3,5,3.69,18,10,1,300.0,66.0,66.0,57.0,51.0,61.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,2,0,0,0,1,0,0,0,0,0
19,0,3,0,1,1,8,18,5,4,4.0,1,3,1,4.01,21,7,0,262.0,28.0,70.0,40.0,65.0,72.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0
20,0,3,0,0,1,8,157,5,4,5.0,1,3,1,4.44,18,6,0,366.0,76.0,75.0,66.0,72.0,84.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
20,1,1,0,1,1,8,18,5,17,5.0,1,3,1,3.75,18,7,0,328.0,67.0,72.0,60.0,66.0,58.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
19,1,1,0,0,1,59,201,5,8,5.0,1,3,5,3.69,20,8,1,290.0,59.0,56.0,61.0,56.0,59.0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,1,0,0,1,37,148,5,27,2.0,1,3,5,2.98,21,15,1,317.0,61.0,70.0,56.0,63.0,75.0,2,0,1,0,1,3,1,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
24,0,1,0,0,0,40,122,17,10,6.0,1,3,1,4.07,17,5,0,282.0,58.0,58.0,49.0,59.0,60.0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
22,1,2,0,1,1,8,18,5,19,5.0,1,5,1,4.26,11,6,0,317.0,76.0,77.0,37.0,61.0,72.0,2,0,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24,1,6,0,1,1,8,18,5,7,4.0,1,3,1,4.68,17,6,0,317.0,63.0,60.0,62.0,62.0,84.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,6,0,0,1,12,39,5,1,3.0,1,3,5,3.48,18,11,2,312.0,68.0,64.0,59.0,54.0,77.0,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
20,0,2,0,1,1,8,18,5,19,5.0,1,3,1,4.77,17,5,0,363.0,72.0,78.0,61.0,77.0,80.0,2,0,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,2,0,0,1,27,170,5,22,6.0,1,3,1,4.11,15,5,0,370.0,77.0,76.0,69.0,72.0,79.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
19,0,1,0,0,1,27,170,5,22,6.0,1,3,1,4.36,18,6,0,374.0,82.0,80.0,68.0,73.0,63.0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
20,1,1,0,0,1,27,129,5,18,5.0,1,3,5,3.46,16,8,1,364.0,80.0,72.0,72.0,67.0,74.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
19,0,1,0,0,1,27,129,5,22,6.0,1,3,1,4.37,15,5,0,367.0,71.0,82.0,74.0,67.0,73.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
20,1,6,0,0,1,11,24,5,1,3.0,1,1,5,3.75,18,8,2,286.0,62.0,57.0,65.0,44.0,60.0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1
31,1,5,0,0,1,8,157,5,0,9.0,1,5,5,4.8,11,7,0,291.0,55.0,57.0,52.0,59.0,88.0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,1
19,1,1,0,0,1,8,157,5,17,6.0,1,3,1,4.26,17,5,0,428.0,100.0,72.0,100.0,76.0,70.0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
20,0,3,0,0,1,8,157,5,7,6.0,1,3,1,4.78,11,6,0,382.0,82.0,72.0,75.0,74.0,83.0,2,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,2,0,1,1,8,18,5,13,5.0,4,5,5,3.55,19,8,5,300.0,61.0,62.0,54.0,61.0,66.0,2,0,1,0,0,2,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,3,0,1,1,8,18,5,2,3.0,1,3,1,4.52,18,6,0,341.0,63.0,73.0,64.0,69.0,79.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,1,0,0,1,8,115,5,10,6.0,1,3,5,3.87,17,6,0,338.0,69.0,71.0,73.0,62.0,54.0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
18,0,2,0,0,1,8,205,5,16,5.0,1,3,5,3.86,20,8,1,350.0,72.0,75.0,74.0,63.0,57.0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
19,1,2,0,0,1,59,201,5,13,5.0,1,3,5,3.62,19,9,1,321.0,63.0,65.0,68.0,60.0,67.0,1,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,1,1,0,1,1,8,18,5,17,4.0,1,3,5,3.42,17,7,1,358.0,77.0,75.0,67.0,68.0,71.0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20,1,3,0,0,1,37,193,5,10,6.0,1,3,5,3.68,17,5,0,284.0,50.0,59.0,54.0,60.0,70.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
20,1,2,0,1,1,8,18,5,9,5.0,1,3,1,4.56,16,5,0,392.0,82.0,80.0,78.0,72.0,83.0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,1,0,0,1,8,157,5,4,4.0,1,3,1,4.15,21,7,0,252.0,50.0,50.0,57.0,41.0,61.0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
19,1,2,0,0,1,34,66,5,15,3.0,1,3,5,3.46,18,8,1,309.0,57.0,64.0,63.0,64.0,59.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0
21,0,5,0,1,1,8,18,5,4,6.0,1,3,1,3.8,8,6,0,314.0,64.0,58.0,62.0,60.0,85.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0
23,1,5,0,1,1,8,18,5,0,3.0,1,3,5,3.28,15,11,4,302.0,57.0,62.0,57.0,60.0,76.0,1,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0
19,1,2,0,0,1,37,52,5,14,6.0,1,3,5,4.04,14,6,1,381.0,77.0,80.0,68.0,80.0,76.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
20,1,2,0,1,1,8,18,5,19,3.0,1,3,5,3.93,19,10,1,310.0,64.0,61.0,57.0,61.0,76.0,2,0,1,0,0,3,1,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,1,0,1,1,8,18,5,19,6.0,1,3,1,4.7,20,7,0,373.0,74.0,79.0,72.0,74.0,73.0,2,0,2,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,1,0,0,1,8,115,5,18,6.0,1,3,5,3.74,18,9,3,373.0,82.0,77.0,73.0,71.0,60.0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
20,1,2,0,0,1,59,86,5,13,6.0,1,3,1,4.41,19,6,0,414.0,79.0,78.0,100.0,74.0,83.0,2,0,2,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,2,0,0,1,8,169,5,6,4.0,1,3,5,3.88,19,8,2,298.0,61.0,54.0,64.0,61.0,56.0,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,4,0,0,1,17,80,5,8,4.0,1,3,5,3.83,20,8,1,320.0,67.0,67.0,59.0,64.0,60.0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,4,0,1,1,8,18,5,27,5.0,1,3,1,4.39,25,9,1,347.0,71.0,75.0,64.0,64.0,80.0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,5,0,0,0,15,29,0,26,5.0,1,3,1,4.31,18,6,0,266.0,53.0,48.0,54.0,52.0,70.0,0,2,1,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,1,0,0,1,12,111,5,10,1.0,1,1,1,3.98,14,10,0,235.0,50.0,50.0,42.0,47.0,43.0,2,0,1,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0
20,0,2,0,0,1,37,193,5,6,5.0,1,3,5,3.74,18,5,0,315.0,59.0,71.0,59.0,64.0,61.0,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,5,0,0,1,37,84,5,6,4.0,3,3,2,2.79,19,16,4,277.0,44.0,58.0,53.0,64.0,63.0,1,0,1,0,10,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,2,0,0,1,59,201,5,14,4.0,1,3,5,3.47,15,8,0,384.0,77.0,77.0,72.0,80.0,81.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,4,0,0,0,0
20,1,2,0,1,1,8,18,5,9,1.0,3,5,2,2.86,18,14,6,372.0,73.0,77.0,75.0,78.0,58.0,2,0,2,0,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
20,0,4,0,1,1,8,18,5,19,6.0,1,3,1,4.47,19,7,1,300.0,38.0,70.0,54.0,65.0,100.0,2,0,1,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,2,0,0,1,12,220,5,26,2.0,1,5,1,4.48,12,6,0,318.0,58.0,74.0,60.0,62.0,65.0,1,0,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,3,0,0,1,8,85,5,26,4.0,1,3,1,4.16,18,6,0,366.0,74.0,75.0,69.0,72.0,82.0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19,1,3,0,0,1,59,201,5,24,4.0,1,3,5,3.74,21,8,0,354.0,69.0,68.0,74.0,71.0,75.0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
18,0,4,0,0,1,59,201,5,6,4.0,1,3,1,3.91,16,6,0,359.0,62.0,74.0,69.0,73.0,100.0,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,5,0,1,1,8,18,5,3,3.0,1,3,5,3.46,15,9,1,355.0,72.0,74.0,69.0,67.0,77.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
19,0,2,0,0,1,12,39,5,10,3.0,1,3,5,3.68,14,6,2,197.0,32.0,48.0,40.0,37.0,42.0,2,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
20,1,1,0,0,1,59,58,5,12,5.0,1,3,5,3.61,18,6,0,343.0,72.0,69.0,70.0,65.0,65.0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
19,1,2,0,0,1,8,205,5,17,4.0,1,3,5,3.72,18,8,1,233.0,50.0,47.0,42.0,46.0,52.0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20,1,5,0,0,1,37,193,5,13,5.0,1,3,5,3.6,18,8,1,262.0,70.0,48.0,51.0,40.0,55.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
19,1,3,0,0,1,23,226,5,15,4.0,1,3,5,3.64,19,9,0,363.0,76.0,69.0,72.0,74.0,72.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,0,0,0,0
20,0,2,0,0,1,8,205,5,10,7.0,1,3,5,4.12,16,5,0,279.0,58.0,53.0,51.0,59.0,62.0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
21,0,2,0,0,1,5,174,5,26,5.0,1,3,5,3.81,21,7,0,313.0,67.0,65.0,56.0,63.0,62.0,2,0,2,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,2,0,1,1,8,18,5,7,6.0,1,3,1,3.98,19,7,1,300.0,60.0,67.0,61.0,54.0,54.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,2,0,0,1,12,220,5,16,6.0,1,3,5,3.42,18,8,0,339.0,70.0,71.0,72.0,58.0,68.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
19,0,3,0,0,1,8,169,5,7,3.0,1,1,1,3.92,23,10,3,269.0,56.0,57.0,54.0,48.0,54.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,1,0,0,0,0,0
22,0,1,0,1,1,8,18,5,26,4.0,1,3,5,4.13,18,7,1,284.0,58.0,54.0,51.0,57.0,78.0,1,0,1,0,0,0,0,0,1,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,3,0,1,1,8,18,5,14,4.0,1,1,1,4.0,15,5,0,338.0,67.0,63.0,71.0,68.0,73.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
21,0,3,0,0,1,8,205,5,7,5.0,1,3,1,4.46,17,5,0,357.0,67.0,74.0,70.0,71.0,83.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,6,0,1,1,8,18,5,22,5.0,1,3,1,4.18,15,6,0,346.0,67.0,62.0,68.0,76.0,80.0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
19,1,3,0,1,1,8,18,5,11,4.0,1,3,1,3.99,19,6,0,320.0,58.0,65.0,62.0,71.0,64.0,1,0,1,0,0,1,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,2,0,0,1,23,226,5,25,4.0,1,3,5,3.88,19,7,0,291.0,55.0,65.0,51.0,62.0,57.0,2,0,1,0,0,2,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,3,0,0,1,27,129,5,6,2.0,1,3,5,3.6,11,5,2,204.0,37.0,45.0,44.0,39.0,36.0,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,2,0,0,1,8,205,5,24,3.0,1,3,1,3.88,21,8,1,320.0,62.0,68.0,60.0,64.0,69.0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0
24,1,6,0,1,1,8,18,5,24,8.0,1,3,1,4.43,25,10,0,361.0,75.0,68.0,67.0,74.0,87.0,1,0,1,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
23,0,1,0,0,1,27,159,5,26,5.0,1,3,1,4.25,21,7,0,266.0,52.0,63.0,44.0,52.0,58.0,2,0,1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,3,0,0,1,45,61,5,18,4.0,1,3,5,3.62,18,9,2,265.0,61.0,58.0,50.0,41.0,60.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0
19,0,2,0,1,1,8,18,5,8,4.0,1,3,1,4.38,17,6,0,351.0,72.0,76.0,60.0,71.0,75.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,6,0,0,1,34,17,5,13,4.0,1,3,5,3.48,19,8,1,266.0,51.0,50.0,50.0,59.0,61.0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
19,1,3,0,1,1,8,18,5,18,4.0,1,3,1,4.69,15,5,0,375.0,77.0,79.0,70.0,71.0,83.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
21,1,2,0,0,1,23,226,5,26,5.0,1,3,1,4.15,17,6,0,371.0,73.0,77.0,74.0,71.0,80.0,2,0,2,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
